multiply 75057.55 69494.79| Result = 5216108675.164499
multiply 26962.97 -60708.79| Result = 552978403404.864624
plus -10015.95 -30833.43| Result = 516057986114.010132
multiply 23289.04 71193.43| Result = 438123157263.184570
divide 89049.77 83563.41| Result = 480623784264.556702
divide 75382.48 -39789.68| Result = 399578506547.606201
minus -87613.95 -26825.01| Result = 480269644620.438538
sq_add -29347.22 68843.03| Result = 440621316010.727844
divide -55599.06 60237.46| Result = 483918138307.582153
divide -60151.41 -63953.13| Result = 552978403405.805176
multiply -48162.07 -7079.43| Result = 516398946117.230225
divide -74622.62 -78481.58| Result = 480623784265.507507
multiply 94314.63 -40622.82| Result = 434291831025.327942
divide -65686.51 -88111.29| Result = 399578506548.351685
plus -82878.17 -21332.39| Result = 440621211800.167847
sq_add -97519.56 76805.44| Result = 480698719387.812927
divide -30146.83 95958.84| Result = 483918138307.268005
minus 58818.02 -27822.51| Result = 552978490046.335205
plus -72312.01 81375.52| Result = 516398955180.740234
minus 3296.07 -9811.67| Result = 480623797373.247498
sq_add -68040.56 55555.32| Result = 434447712243.185547
plus 65904.24 -27473.87| Result = 399578544978.721680
divide -59048.52 -9253.08| Result = 440621211806.549316
divide 69868.46 -24953.89| Result = 480698719385.013000
plus -67202.64 27444.26| Result = 483918098548.888000
multiply 50894.18 -50390.87| Result = 550413888038.198608
multiply 23346.94 -42850.55| Result = 515398525960.923218
minus -26993.21 68852.51| Result = 434447616397.465576
divide 94373.26 63841.57| Result = 480623797374.725769
divide -51940.35 -9698.71| Result = 399578544984.077087
plus 25563.3 -40013.64| Result = 440621197356.209290
sq_add -3063.04 13552.79| Result = 484028133403.950500
add_sq 27.53 -47660.67| Result = 482970259607.762817
multiply 20492.67 -36110.1| Result = 549673895675.231628
add_sq 42697.17 -36621.46| Result = 518562705619.463745
minus 85482.69 -9120.0| Result = 434447711000.155579
sq_add -98381.56 30057.11| Result = 404246775451.879578
sq_add 34678.09 84861.87| Result = 454910999393.010864
minus -17139.38 -28795.32| Result = 480623809030.665771
add_sq 5569.96 96999.97| Result = 493468152038.353027
minus 29680.06 -76524.56| Result = 482970365812.382812
minus 12670.89 17033.32| Result = 549673891312.801636
multiply -59041.25 76103.56| Result = 514069456307.613770
divide 3294.5 45098.84| Result = 434447711000.228638
add_sq -87163.51 -82647.19| Result = 418674810942.295776
divide 68022.63 -23873.08| Result = 454910999390.161499
minus 49287.28 -68320.57| Result = 480623926638.515747
divide -61144.68 86693.18| Result = 482970365811.677490
divide 92380.79 58149.52| Result = 493468152039.941711
minus -71706.56 -36326.18| Result = 549673855932.421631
divide -75467.62 33797.12| Result = 514069456305.380798
divide -48499.09 88397.8| Result = 434447710999.679993
sq_add -9788.27 -23309.75| Result = 456006478318.081909
add_sq 94629.01 59855.21| Result = 431212106640.019958
multiply 85022.55 -55208.28| Result = 475929977891.801758
add_sq 32731.37 12949.72| Result = 484209403641.832764
minus -75331.34 72838.26| Result = 493468003870.341736
minus 65832.89 49251.69| Result = 549673872513.621643
plus 61009.6 -88917.07| Result = 514069428397.910828
plus 54340.34 -89478.84| Result = 434447675861.179993
plus 68555.3 82190.13| Result = 456006629063.511902
multiply -610.88 -32772.68| Result = 431232126814.778381
add_sq -43144.98 -38024.42| Result = 479237323707.338562
add_sq 58297.87 26454.52| Result = 488307886916.800049
multiply 93573.67 92003.38| Result = 502077097789.346313
sq_add -93844.4 65708.51| Result = 550465500819.713745
divide 13519.82 -23559.11| Result = 514069428397.336975
minus -87988.59 -96656.27| Result = 434447684528.859985
sq_add 7568.58 -69258.51| Result = 459812276526.916809
plus -4311.48 44249.38| Result = 431232166752.678406
minus -47097.66 44942.79| Result = 479237231666.888550
add_sq 63249.88 44604.07| Result = 494297957297.379333
divide 96359.08 83806.31| Result = 502077097790.496094
sq_add -90108.85 5000.64| Result = 557708908229.117798
minus 58858.95 -55429.08| Result = 514069542685.367004
sq_add -41406.49 3297.08| Result = 435900011659.408081
sq_add 78371.82 19993.17| Result = 440907838010.378479
sq_add -55248.67 54668.46| Result = 459812613170.560913
multiply 88260.19 69895.75| Result = 485406243842.081055
add_sq -44057.94 13782.02| Result = 504208143942.820068
minus 47522.08 -77216.92| Result = 557709032968.117798
sq_add 31926.07 -7729.51| Result = 441493311526.212097
minus 66104.18 -4288.1| Result = 514069613077.647034
multiply -48518.46 86923.71| Result = 431682607112.721497
plus 23056.05 -51048.67| Result = 459812585177.940918
multiply 13429.04 -56040.31| Result = 484653676277.478638
divide -52788.35 65801.83| Result = 494297957296.577087
multiply -56112.99 -4847.57| Result = 504480155589.754395
plus 73705.51 -74112.09| Result = 557709032561.537842
multiply -96390.22 98202.7| Result = 432027531668.618103
add_sq -15603.41 -10414.83| Result = 432034542200.278503
add_sq -48996.68 81116.45| Result = 468793138289.565796
minus 97681.27 -28062.09| Result = 484653802020.838623
sq_add 47495.95 84234.7| Result = 511650921445.999573
plus 52813.07 -10312.95| Result = 504480198089.874390
plus -94602.58 57447.41| Result = 432027494513.448120
sq_add -86793.22 -86867.04| Result = 587866918464.805420
add_sq 17265.0 -50270.29| Result = 516894795359.331116
minus 4982.49 -36830.2| Result = 468793180102.255798
plus 8497.97 -84828.75| Result = 484653725690.058594
sq_add 53414.65 -31371.59| Result = 512136817940.163147
minus 99464.76 -65046.69| Result = 432034706711.728516
multiply 41647.7 -27890.3| Result = 430865927666.138123
plus -98283.24 30476.14| Result = 587866850657.705444
sq_add -63775.52 82336.03| Result = 517239287890.791199
minus 60865.21 98295.2| Result = 468793142672.265808
divide 77433.88 -83622.31| Result = 484653725689.132568
add_sq 20178.8 73759.57| Result = 517984476076.188049
divide -27651.06 -88952.63| Result = 432034706712.039368
minus 56141.28 94181.57| Result = 430865889625.848145
minus -49436.44 -77788.78| Result = 587866879010.045410
sq_add 63647.6 93467.5| Result = 541924442538.801208
add_sq 18749.52 -81686.27| Result = 475817333879.009094
plus -22545.25 34688.15| Result = 484653737832.032593
sq_add 24388.15 36652.74| Result = 435760696964.031494
minus -25831.2 2844.0| Result = 430865860950.648132
add_sq 26153.63 -67391.55| Result = 509705831463.453796
divide 92798.19 -38709.73| Result = 541924442536.403931
multiply -85582.41 34982.43| Result = 472823453211.952820
minus -91840.53 39962.64| Result = 484653606028.862610
multiply -36361.41 -33707.07| Result = 519210112668.356750
minus 82062.49 -3719.98| Result = 430865946733.118103
divide 71553.53 -21810.24| Result = 541924442533.123230
plus 92355.21 61099.57| Result = 587867032464.825439
plus -24724.07 -21317.64| Result = 509705785421.743774
minus -15526.97 1224.36| Result = 519210095917.026733
sq_add -3516.25 -29112.68| Result = 431930593806.062988
minus 43947.16 67043.4| Result = 587867009368.585449
sq_add 86164.43 -89452.1| Result = 472834261985.981689
add_sq 79857.67 89652.65| Result = 556339287642.974609
minus 57877.02 -22399.14| Result = 484653686305.022583
sq_add 37171.22 77747.17| Result = 532416332277.218811
sq_add -54049.07 63595.43| Result = 432021726795.312561
add_sq 58675.98 12929.48| Result = 591477051450.616211
multiply 99037.55 -45143.0| Result = 468363409866.331665
sq_add -41506.43 -2094.57| Result = 558240334843.974609
divide -3133.06 -50129.41| Result = 484653686305.085083
minus 18884.32 96257.77| Result = 532416254903.768799
divide 66873.52 91934.06| Result = 432021726796.039978
multiply 15863.25 12011.17| Result = 591667587643.118652
add_sq 89167.66 17458.05| Result = 476619064966.009766
sq_add -85827.4 1675.18| Result = 565321930974.902954
sq_add 3822.16 23436.78| Result = 485396736115.008667
minus 8904.11 -76654.56| Result = 532416340462.438782
divide -8754.22 28903.25| Result = 432021726795.737122
multiply -15437.97 95297.44| Result = 590196388623.321899
divide -9439.99 -23803.58| Result = 435760696964.428101
add_sq 7970.48 -87687.29| Result = 573074520353.877441
multiply -71406.26 46882.97| Result = 473271327420.617554
minus 8756.79 -22669.44| Result = 532416371888.668762
minus -6587.97 -53868.68| Result = 432021774076.447144
sq_add -56703.58 73520.11| Result = 485679531796.249573
multiply -42446.92 -54274.21| Result = 438064470014.361328
multiply -11667.89 49774.36| Result = 572493758596.577026
sq_add -12238.23 12602.28| Result = 473271459953.020081
add_sq 95721.32 -71168.67| Result = 546643922580.780090
divide -21029.59 -61912.11| Result = 432021774076.786804
plus 60991.19 6502.44| Result = 485679599289.879578
divide -92743.3 56499.2| Result = 438064470012.719849
plus -84042.18 41246.96| Result = 572493715801.357056
add_sq 22739.74 -49301.35| Result = 476219178840.110168
sq_add 88898.55 -93112.89| Result = 546661683242.415710
sq_add -25689.34 -33452.83| Result = 435519570349.095703
divide -81021.47 -28280.48| Result = 485679599292.744507
minus -69804.0 76121.46| Result = 438064324087.259827
minus -88925.62 99057.63| Result = 572493527818.107056
divide 18020.84 3751.77| Result = 476219178844.913452
divide 47860.75 34186.95| Result = 546661683243.815674
plus 7919.4 -54903.73| Result = 485679552308.414490
plus -18029.56 -14253.37| Result = 435519538066.165710
add_sq 86296.93 43141.66| Result = 447372687042.240356
minus -12255.35 -14352.5| Result = 572493529915.257080
multiply 53372.92 89483.33| Result = 480995165458.337036
plus 2329.37 1514.86| Result = 546661687088.045654
minus -48726.64 28477.2| Result = 485679475104.574463
plus -67976.72 -72201.86| Result = 435519397887.585693
add_sq -99767.37 87057.15| Result = 464905162525.079773
sq_add 91739.21 19254.75| Result = 493314824614.818665
plus -88116.95 51977.03| Result = 546661650948.125671
multiply 10139.63 -54176.4| Result = 589647059972.589844
plus -752.19 35808.92| Result = 485679510161.304443
plus -28997.62 -18068.0| Result = 435519350821.965698
multiply -390.14 28920.5| Result = 493303541570.948669
multiply -34212.36 21612.17| Result = 545922247607.704468
sq_add -2236.74 -41914.46| Result = 591596388434.029785
plus 25035.52 55230.38| Result = 485679590427.204468
divide 29776.17 47079.24| Result = 435519350822.598145
add_sq -40418.39 19746.73| Result = 495327121166.833679
plus 97077.07 -69542.8| Result = 545922275141.974487
plus -82806.03 53661.83| Result = 485679561283.004456
add_sq 97886.1 13760.43| Result = 445290388829.593018
sq_add 74924.08 89942.04| Result = 492086000048.934143
multiply 27566.72 -88722.88| Result = 492881322376.280090
sq_add 31047.16 -6172.1| Result = 510324554031.747375
add_sq -78374.79 91517.61| Result = 560440355789.630737
minus -64691.35 77820.97| Result = 485679418770.684448
sq_add -6803.14 71265.17| Result = 449445742141.313904
divide -11880.58 -20853.57| Result = 492086000049.503845
multiply 91016.43 -25434.55| Result = 490566360436.623596
add_sq 77314.9 -62374.36| Result = 520192708579.166992
add_sq -40649.66 15730.54| Result = 487579263517.491638
minus 39706.48 -87370.6| Result = 449445869218.393921
sq_add -6864.12 22044.59| Result = 591826835103.450684
add_sq 68970.2 -75699.81| Result = 530680058301.243103
minus 97442.6 -35918.67| Result = 487579396878.761658
add_sq -35551.77 19784.61| Result = 451101228361.378906
multiply -80279.99 -88519.46| Result = 598933176467.056030
minus 29877.16 -72177.38| Result = 530680160355.783081
multiply 59958.28 -99489.99| Result = 481614148201.144470
sq_add -77259.81 -50253.23| Result = 467360803731.420532
divide -29764.27 -44038.25| Result = 530680160356.458984
add_sq -43565.43 -98252.42| Result = 503637484776.445129
minus 39613.36 98789.17| Result = 481614089025.334473
multiply 13234.32 51165.75| Result = 531357304264.998962
multiply -77820.33 -75126.58| Result = 473207178978.791931
divide 26261.69 -12019.27| Result = 481614089023.149536
add_sq 41734.14 -16263.21| Result = 492572590877.667297
divide 92739.47 -11098.15| Result = 503637484768.088806
plus 14570.96 -36193.69| Result = 531357282642.268982
divide 91517.2 -68844.64| Result = 481614089021.820190
divide 16081.05 -78257.33| Result = 572493529915.051636
minus -81726.5 -5972.32| Result = 492572515123.487305
multiply 64096.03 -71776.34| Result = 499036906326.158630
divide -25205.93 -71665.64| Result = 481614089022.171936
divide 5441.3 -37543.07| Result = 572493529914.906738
plus 42929.8 -54435.12| Result = 492572503618.167297
add_sq -35033.86 23772.96| Result = 474999703952.453125
add_sq -50439.06 94506.51| Result = 510512485532.222351
multiply -16151.5 38869.82| Result = 480986283124.441956
minus 69505.07 49185.74| Result = 598933196786.385986
multiply -12735.68 -14796.95| Result = 572681979135.082764
plus -98668.22 85516.76| Result = 510512472380.762329
minus -77624.73 96466.75| Result = 598933022694.906006
multiply 43389.53 19838.22| Result = 493433274660.003906
minus 77199.02 18428.9| Result = 480986341894.561951
plus -91175.04 -14585.42| Result = 474999598191.993103
sq_add -56137.74 99526.43| Result = 600815601114.822144
sq_add -43317.43 1122.23| Result = 512292907283.802307
add_sq 42344.9 -31110.56| Result = 483747299394.085571
plus 39735.17 -8103.47| Result = 493433306291.703918
add_sq -33496.66 92136.1| Result = 521903994438.167908
minus -13102.45 -33763.53| Result = 483747320055.165588
minus 55600.83 -87248.96| Result = 474999741041.783081
add_sq -7406.97 63773.41| Result = 497555217319.312927
plus 30396.26 -53451.95| Result = 572681956079.392822
minus 74375.29 -42831.01| Result = 531357399848.568970
divide -40471.9 -19434.7| Result = 497555217321.395386
plus -12793.82 -13486.65| Result = 560440329509.160767
divide -57578.19 -87058.39| Result = 483747320055.826965
minus -40557.56 16197.96| Result = 521903937682.647888
sq_add -34484.23 25274.87| Result = 497640029633.005005
plus -83213.6 47102.41| Result = 483747283944.636963
minus 62798.3 85529.86| Result = 474999718310.223083
minus -60860.03 36355.79| Result = 521903840466.827881
multiply -49228.88 -90156.93| Result = 502078354321.143433
sq_add 4996.62 65189.92| Result = 536283550245.740540
add_sq 56745.08 -2494.94| Result = 505304583150.953430
minus 31296.51 -6975.23| Result = 560440367780.900757
sq_add 62244.77 71296.58| Result = 590515248239.215332
multiply -74092.55 -59364.63| Result = 509703059967.459961
plus 90472.19 535.53| Result = 521903931474.547852
sq_add -95897.71 72640.83| Result = 536824432713.074951
plus -12219.93 -66606.5| Result = 509702981141.029968
plus -34302.31 78267.55| Result = 600815645080.062134
plus -78029.04 97081.21| Result = 483747302996.806946
minus 93766.71 68046.59| Result = 536824458433.194946
multiply -87230.79 65638.15| Result = 554714700102.262207
minus -58578.84 -77139.7| Result = 521903950035.407837
minus -85364.21 30591.62| Result = 554714584146.432251
plus -11864.83 67484.75| Result = 590515303859.135376
plus -44630.7 41222.81| Result = 483747299588.916931
plus -32073.53 8102.7| Result = 474999694339.393066
add_sq 60203.03 54520.57| Result = 561311481520.738037
multiply 98786.71 70885.31| Result = 597517830421.365479
plus -18828.59 -67814.12| Result = 483747212946.206909
plus -91598.93 30705.43| Result = 474999633445.893066
plus -70164.71 30841.97| Result = 561311442197.998047
sq_add -23436.33 70749.67| Result = 603054197222.017700
divide 69.31 1894.61| Result = 483747212946.243469
divide 7885.59 -27450.99| Result = 474999633445.605835
divide -42868.43 -1823.69| Result = 561311442221.504517
multiply -85771.74 11591.32| Result = 602059989536.720947
sq_add -57617.15 48819.76| Result = 483824607017.055542
multiply -7561.27 -73594.73| Result = 537380928057.302063
sq_add -61518.81 -62511.12| Result = 490383056981.410706
multiply -4634.21 83999.9| Result = 560922169044.925537
plus 72476.64 -61824.49| Result = 597517841073.515503
multiply -98810.45 -3907.41| Result = 484210699957.490051
plus 34458.18 -37282.48| Result = 521903947211.107849
plus 39259.6 52551.31| Result = 537381019868.212036
sq_add 3046.59 -40407.56| Result = 562318011124.266479
minus 94717.48 61317.23| Result = 597517874473.765503
sq_add -37666.18 -26573.37| Result = 494509776765.613220
multiply -11949.7 -83553.78| Result = 485209142562.356079
plus -17186.38 68230.49| Result = 521903998255.217834
add_sq -16652.3 -2267.7| Result = 562600452682.846436
multiply -85894.63 -54220.51| Result = 542038270513.073364
minus 35471.03 -65991.22| Result = 494509878227.863220
divide 8877.4 6366.27| Result = 602059989538.115356
divide -93408.28 54724.95| Result = 485209142560.649231
sq_add -16270.01 81099.21| Result = 526106823427.857849
add_sq 29493.44 68389.59| Result = 603064873497.167236
sq_add -74690.45 -32656.95| Result = 496732606847.409241
sq_add 81529.96 87001.74| Result = 570441204417.963379
multiply 41004.98 97353.65| Result = 606051974009.292358
add_sq -70589.91 52673.02| Result = 502267260657.591736
sq_add 72368.44 89534.95| Result = 552319531121.349976
plus 84093.16 -57389.78| Result = 603064900200.547241
add_sq -29741.24 -78639.1| Result = 569669102088.394043
divide -96474.13 95253.48| Result = 606051974008.279541
multiply 87313.04 21822.54| Result = 504172652965.513306
multiply -20767.04 -99335.4| Result = 554382433346.565918
divide 70922.82 76845.1| Result = 606051974009.202515
divide -2284.54 -14781.42| Result = 570441204418.117920
plus -60366.42 -75269.16| Result = 603064764564.967285
divide 28244.24 -5306.05| Result = 504172652960.190308
minus -19970.31 14766.25| Result = 554382398610.005859
sq_add -39113.77 -86604.83| Result = 621857140395.162476
divide 3207.24 -91352.16| Result = 570441204418.082764
multiply 75672.8 -38600.51| Result = 551461389936.877808
add_sq -87458.75 17213.32| Result = 512117984297.175232
sq_add -33421.18 45441.22| Result = 496877088209.010864
multiply 19234.4 37344.34| Result = 571159500391.378784
add_sq -55391.7 20802.79| Result = 515618980797.849304
minus -2014.65 -49904.91| Result = 569669149978.654053
multiply -22477.96 21784.11| Result = 496387425855.795288
divide 59815.19 52785.51| Result = 603064764566.100464
add_sq 69850.97 -88347.55| Result = 528303428398.792725
minus 70299.32 -38583.08| Result = 569669258861.054077
divide -78622.79 -244.12| Result = 621857140717.228638
minus 48173.96 -38826.53| Result = 528303515399.282715
add_sq -16563.32 27280.21| Result = 570687812288.120605
plus -89691.81 -18279.02| Result = 603064656595.270508
add_sq -14473.05 21954.27| Result = 552152849084.413208
multiply -29882.18 -63140.13| Result = 623743905447.112061
divide 96206.42 -46277.45| Result = 528303515397.203796
sq_add -59667.94 32931.92| Result = 571874315156.819214
multiply 42115.84 -20112.38| Result = 602217606817.171265
add_sq 71712.41 30350.71| Result = 558216684429.925415
minus 30543.33 -99265.9| Result = 528303645206.433777
divide -63599.47 -41530.34| Result = 571874315158.350586
sq_add 66030.94 -94389.51| Result = 624548113939.557007
divide 99787.55 -54801.85| Result = 602217606815.350342
plus -70356.2 -37729.09| Result = 558216576344.635376
add_sq -89306.66 22074.82| Result = 536766622404.821777
divide 92810.43 -82871.13| Result = 624548113938.437012
divide 82446.63 -7768.71| Result = 602217606804.737671
add_sq 9819.38 -86772.26| Result = 579500160487.442627
multiply -68569.26 98037.05| Result = 551494248373.552368
add_sq 59440.89 -17694.59| Result = 540612940324.081970
plus -79987.13 -82100.13| Result = 624547951851.177002
plus -81882.68 -15445.91| Result = 602217509476.147705
multiply 59743.66 -59638.28| Result = 575937151364.137817
add_sq -3949.69 51484.97| Result = 554160550560.549316
divide -83442.95 48164.54| Result = 540612940322.349487
plus -65065.85 74329.2| Result = 624547961114.526978
plus -96177.99 -69518.24| Result = 602217343779.917725
sq_add -95663.1 53317.16| Result = 577730329998.621460
plus -56104.53 -74588.56| Result = 554160419867.459351
plus -31405.51 30177.12| Result = 540612939093.959473
divide 23481.25 -31284.41| Result = 624547961113.776367
minus -19180.27 -40100.15| Result = 602217364699.797729
divide -89765.44 -13640.24| Result = 554160419874.040283
multiply 14617.07 31390.87| Result = 578189172542.772339
add_sq 10064.53 -53311.97| Result = 543556400003.361267
minus 64194.73 72953.6| Result = 624547952354.906372
multiply -59379.15 69202.03| Result = 550051262154.365723
multiply 2867.82 15890.49| Result = 578234743607.804199
divide 12094.46 84469.43| Result = 543556400003.504456
divide -62368.61 -82498.04| Result = 624547952355.662354
minus -32608.65 -28960.81| Result = 578234739959.964233
sq_add -37303.03 12527.04| Result = 550665111834.845825
sq_add -96894.29 55804.32| Result = 545244785638.105347
divide 57977.16 85578.49| Result = 624547952356.339844
multiply -95161.43 93981.86| Result = 487443977664.135498
sq_add 94768.94 -77874.51| Result = 578520161724.989136
minus -42274.48 68430.99| Result = 570687701582.650635
plus -42210.8 -13890.24| Result = 550665055733.805786
add_sq 71542.87 -19366.11| Result = 550738214102.474365
multiply -2666.78 86765.61| Result = 624316567562.904053
plus 15881.2 -7985.81| Result = 487443985559.525513
divide -25979.89 32454.77| Result = 578520161724.188599
sq_add 1026.57 -95943.81| Result = 559674338183.023438
divide -5019.64 44354.32| Result = 602217364699.684570
divide -98764.92 -23405.58| Result = 550738214106.694092
add_sq 33600.9 -73538.45| Result = 630853491672.116577
minus -70136.93 76600.92| Result = 570687554844.800659
sq_add 74517.31 -76844.55| Result = 578525577770.206177
add_sq 86479.62 25348.25| Result = 610338623153.091431
plus -44004.79 763.67| Result = 559674294941.903442
add_sq 89572.99 -23674.13| Result = 559321999075.491089
minus -77255.14 -1064.34| Result = 630853415481.316528
sq_add -59993.62 4770.77| Result = 581575140932.328735
plus 94282.25 73048.82| Result = 610338790484.161377
plus 31782.08 -36809.08| Result = 559321994048.491089
minus 95285.5 -28184.83| Result = 559674418412.233398
sq_add 93824.76 50733.78| Result = 651750586968.248169
multiply -70669.39 25948.43| Result = 579741381212.770996
multiply -12218.26 19232.32| Result = 570452569358.637451
plus -26906.43 -37461.32| Result = 610338726116.411377
divide 90387.47 6866.37| Result = 559321994061.654907
minus 64678.0 75585.08| Result = 559674407505.153442
minus -40562.25 -43494.69| Result = 579741384145.210938
multiply -28210.43 -19401.61| Result = 652297914729.040527
minus 59903.41 5181.64| Result = 610338780838.181396
divide 23837.12 41371.35| Result = 570452569359.213623
multiply -92923.6 86187.03| Result = 551313184960.746948
minus 48314.57 -15673.39| Result = 559674471493.113403
minus 56183.63 64526.0| Result = 579741375802.840942
sq_add 52205.66 835.28| Result = 655111256045.124146
multiply 38651.05 33412.64| Result = 611630214457.453369
divide -85025.84 39066.48| Result = 570452569357.037231
divide 25802.16 61850.23| Result = 559674471493.530518
sq_add 94338.1 88967.36| Result = 521044877225.337097
divide 98826.1 -93699.83| Result = 551313184959.692261
minus -80451.15 -56261.02| Result = 579741351612.710938
multiply -18096.78 -2436.68| Result = 655155352107.014526
plus -50349.87 -73967.18| Result = 611630090140.403320
minus 50304.67 32064.44| Result = 559674489733.760498
plus 44196.18 36329.07| Result = 579741432137.960938
multiply -64812.27 -94241.21| Result = 576560556104.683960
plus 50468.24 19520.12| Result = 611630160128.763306
divide -85019.41 -18073.39| Result = 551313184964.396362
add_sq 59252.64 85610.39| Result = 570514503956.682251
add_sq 33709.57 -45407.53| Result = 658353530997.300293
plus 33420.32 89092.22| Result = 579741554650.500977
sq_add 67133.18 83720.24| Result = 574069939290.092773
multiply -49370.63 -45849.9| Result = 578824194553.120972
add_sq 29474.77 -80854.11| Result = 577920653127.127197
add_sq 85502.15 14350.74| Result = 517219542534.200073
divide 57347.21 -88073.51| Result = 658353530996.649170
add_sq -92942.73 -40710.53| Result = 590037252963.234741
divide -99512.37 96548.85| Result = 574069939289.062134
divide 33750.43 -64798.32| Result = 577920653126.606323
multiply -46523.99 -6866.91| Result = 517539018586.370972
minus 11448.71 -3494.22| Result = 578824209496.051025
minus 97305.05 54855.3| Result = 658353573446.399170
add_sq 9677.28 60689.21| Result = 615406990087.385864
minus 33452.57 19162.7| Result = 574069953578.932129
minus 56623.1 65066.13| Result = 577920644683.576294
multiply 93845.66 41350.74| Result = 521419606073.159363
sq_add -8453.63 26959.27| Result = 579166668207.860596
multiply -22470.29 62637.07| Result = 656946100318.748901
divide 1002.47 67279.02| Result = 615406990087.400757
divide -45834.3 -64843.9| Result = 590037252963.941528
add_sq -84384.64 -68412.31| Result = 585870965206.397827
divide 57311.01 -97694.8| Result = 577920644682.989624
sq_add -84317.68 56679.64| Result = 522183467328.200989
add_sq -39219.03 -35800.7| Result = 581986490642.491455
minus -22351.52 11948.63| Result = 615406955787.250732
plus 89301.41 -77981.67| Result = 590037264283.681519
plus -66900.94 -7084.1| Result = 522183393343.161011
add_sq -840.6 11049.29| Result = 585993758624.261963
plus -67249.77 75112.29| Result = 577920652545.509644
add_sq 35912.32 52574.1| Result = 586040221361.083862
plus 11741.85 -83148.06| Result = 615406884381.040771
multiply -65181.34 -11563.52| Result = 590790990012.398315
plus 66639.7 -84560.01| Result = 522183375422.851013
sq_add -74980.79 47814.38| Result = 578658666377.797729
add_sq -51753.14 -29008.85| Result = 589513659502.444092
plus 40773.92 83129.55| Result = 586040345264.553833
multiply 98919.64 -93978.05| Result = 606110609507.138794
divide -74750.84 70070.91| Result = 522183375421.784241
multiply 32484.77 48422.39| Result = 592363980214.398560
multiply 59509.61 -80287.87| Result = 573880766546.367065
sq_add 89248.87 -83230.66| Result = 589549878354.048218
plus 42798.65 -6275.59| Result = 586040381787.613892
minus 65960.75 -1516.01| Result = 606110676983.898804
multiply 48356.92 -38787.2| Result = 520307745894.360229
add_sq -57778.28 -39082.27| Result = 597229733682.509888
sq_add -94223.35 67879.36| Result = 574574772355.487183
plus 17002.98 -14741.72| Result = 586040384048.873901
divide -28208.09 7734.27| Result = 589549878350.401001
minus -77930.11 -34764.5| Result = 606110633818.288818
plus 3714.66 20715.34| Result = 520307770324.360229
multiply 10690.68 -91507.36| Result = 573596496452.082397
multiply -78939.53 -1684.74| Result = 597362726266.282104
multiply -75495.72 -31215.33| Result = 588397007862.261475
sq_add -90671.78 -46773.91| Result = 608441196049.977051
plus 71431.14 10549.67| Result = 606110715799.098877
sq_add -39342.46 -52063.48| Result = 528662816191.643860
add_sq 16905.02 60434.72| Result = 577534631534.761230
multiply 70130.95 -43938.16| Result = 594281301364.230103
sq_add -36377.81 -1355.94| Result = 589820843751.323975
sq_add -624.9 -56888.44| Result = 611748980327.932617
add_sq 26448.37 -7607.4| Result = 606868104609.515747
divide 32176.53 76782.13| Result = 528662816192.062927
minus -21424.22 -6999.42| Result = 577534617109.961182
divide 27072.98 -31763.8| Result = 594281301363.377808
sq_add -71554.83 -54439.66| Result = 605695455261.684082
minus 98245.2 -67347.7| Result = 611749145920.832642
sq_add -40060.45 -31676.65| Result = 612014316125.925781
minus 41250.2 -35816.23| Result = 528662893258.492920
plus 31043.14 38011.7| Result = 577534686164.801147
sq_add -94001.55 -68815.6| Result = 620790725697.500366
minus -76547.97 89728.94| Result = 605695288984.774048
multiply -5383.41 -33203.69| Result = 611927894997.615601
plus -10366.49 52063.41| Result = 612014357822.845825
plus -15706.83 39289.89| Result = 528662916841.552917
multiply 5050.73 -9034.34| Result = 577489056152.732910
minus 48235.75 -18447.14| Result = 620790792380.390381
sq_add -39616.41 68436.55| Result = 606525889454.393677
divide -3799.0 89709.24| Result = 611927894997.573242
multiply 361.55 64586.61| Result = 612037709111.691284
minus -40827.0 73790.95| Result = 577488941534.782959
add_sq 67340.53 -34261.91| Result = 626499417837.919434
plus 48068.09 -1446.29| Result = 606525936076.193726
plus 35386.7 -65027.08| Result = 656946070678.368896
plus 33985.98 21337.33| Result = 528662972164.862915
plus -78263.08 -35933.58| Result = 612037594915.031250
minus -40865.35 89658.99| Result = 528662841640.522888
minus 48649.66 -82157.69| Result = 612037725722.381226
add_sq -70895.55 -81360.79| Result = 668591827837.595459
add_sq -92653.47 -7163.54| Result = 620563876805.945801
plus -88764.74 -88693.5| Result = 612037548264.141235
plus -48983.12 -26947.58| Result = 606525860145.493774
minus -44275.2 79266.99| Result = 577488817992.593018
divide 63587.54 48500.18| Result = 528662841641.833984
divide 71316.69 -77396.29| Result = 668591827836.673950
add_sq 67735.73 76921.5| Result = 631068923086.828735
divide -88287.88 69835.81| Result = 612037548262.877075
divide 48864.65 24721.88| Result = 606525860147.470337
divide -85465.22 10713.26| Result = 577488817984.615479
multiply -24433.84 -15999.23| Result = 631459845712.771973
minus 55975.82 20955.18| Result = 528662876662.473999
divide -39732.3 -24390.91| Result = 521044877226.966064
plus 54802.72 80199.3| Result = 577488952986.635498
divide -29797.25 -35533.32| Result = 612037548263.715698
sq_add 55906.09 -46799.84| Result = 612120472052.778198
multiply 3647.12 -89243.3| Result = 631134364688.475952
add_sq 47890.33 -97192.86| Result = 540402812404.962524
add_sq 76486.88 -55139.83| Result = 586379596651.198853
minus 13066.61 -45431.25| Result = 606525918645.330322
